player,market,line,bookmaker,odds,est_win_prob,side,ev
Darius Garland,player_points,15.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Darius Garland,player_points,15.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Darius Garland,player_points,15.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Darius Garland,player_points,15.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Darius Garland,player_points,15.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Karl-Anthony Towns,player_points,21.5,Hard Rock Bet,1,0.5024630541871921,over,-0.49251231527093603
Karl-Anthony Towns,player_points,21.5,Hard Rock Bet,1,0.5024630541871921,over,-0.49251231527093603
Delon Wright,player_points,9.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Delon Wright,player_points,9.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Delon Wright,player_points,9.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Delon Wright,player_points,9.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Delon Wright,player_points,9.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
De'Andre Hunter,player_points,14.5,Fanatics,1,0.5024630541871921,over,-0.49251231527093603
Karl-Anthony Towns,player_points,22.5,Fanatics,1,0.5024630541871921,over,-0.49251231527093603
Evan Mobley,player_points,14.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Evan Mobley,player_points,14.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Evan Mobley,player_points,14.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Evan Mobley,player_points,14.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Evan Mobley,player_points,14.5,Hard Rock Bet,2,0.49753694581280783,over,-0.49251231527093603
Max Strus,player_points,8.5,Hard Rock Bet,1,0.5024630541871921,over,-0.49251231527093603
Max Strus,player_points,8.5,Hard Rock Bet,1,0.5024630541871921,over,-0.49251231527093603
Max Strus,player_points,8.5,Fliff,1,0.5024630541871921,over,-0.49251231527093603
Donovan Mitchell,player_points,25.5,DraftKings,1,0.5024630541871921,over,-0.49251231527093603
Donovan Mitchell,player_points,25.5,DraftKings,1,0.5024630541871921,over,-0.49251231527093603
Jarrett Allen,player_points,15.5,Fanatics,1,0.5024630541871921,over,-0.49251231527093603
Mikal Bridges,player_points,12.5,Fanatics,1,0.5024630541871921,over,-0.49251231527093603
Mikal Bridges,player_points,12.5,Fanatics,1,0.5024630541871921,over,-0.49251231527093603
Mikal Bridges,player_points,12.5,Fanatics,1,0.5024630541871921,over,-0.49251231527093603
De'Andre Hunter,player_points,14.5,Fanatics,1,0.5024630541871921,over,-0.49251231527093603
De'Andre Hunter,player_points,14.5,Fanatics,1,0.5024630541871921,over,-0.49251231527093603
Max Strus,player_points,8.5,Fliff,1,0.5024630541871921,over,-0.49251231527093603
Mikal Bridges,player_points,12.5,Fliff,1,0.5024630541871921,over,-0.49251231527093603
Mikal Bridges,player_points,12.5,Fliff,1,0.5024630541871921,over,-0.49251231527093603
Mikal Bridges,player_points,12.5,Fliff,1,0.5024630541871921,over,-0.49251231527093603
Jarrett Allen,player_points,16.5,Fliff,2,0.49753694581280783,over,-0.49251231527093603
Jarrett Allen,player_points,16.5,Fliff,2,0.49753694581280783,over,-0.49251231527093603
Jarrett Allen,player_points,16.5,Fliff,2,0.49753694581280783,over,-0.49251231527093603
Karl-Anthony Towns,player_points,21.5,Fliff,1,0.5024630541871921,over,-0.49251231527093603
Karl-Anthony Towns,player_points,21.5,Fliff,1,0.5024630541871921,over,-0.49251231527093603
Donovan Mitchell,player_points,25.5,Fliff,1,0.5024630541871921,over,-0.49251231527093603
Donovan Mitchell,player_points,25.5,Fliff,1,0.5024630541871921,over,-0.49251231527093603
Jarrett Allen,player_points,16.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Jarrett Allen,player_points,16.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Jarrett Allen,player_points,16.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Josh Hart,player_points,17.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Josh Hart,player_points,17.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Josh Hart,player_points,17.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Josh Hart,player_points,17.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Josh Hart,player_points,17.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Karl-Anthony Towns,player_points,22.5,DraftKings,1,0.5024630541871921,over,-0.49251231527093603
Max Strus,player_points,8.5,ESPN BET,1,0.5024630541871921,over,-0.49251231527093603
Max Strus,player_points,8.5,ESPN BET,1,0.5024630541871921,over,-0.49251231527093603
Jarrett Allen,player_points,15.5,ESPN BET,1,0.5024630541871921,over,-0.49251231527093603
Josh Hart,player_points,17.5,ESPN BET,2,0.49753694581280783,over,-0.49251231527093603
Josh Hart,player_points,17.5,ESPN BET,2,0.49753694581280783,over,-0.49251231527093603
Josh Hart,player_points,17.5,ESPN BET,2,0.49753694581280783,over,-0.49251231527093603
Delon Wright,player_points,9.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Delon Wright,player_points,9.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Delon Wright,player_points,9.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Mikal Bridges,player_points,12.5,DraftKings,1,0.5024630541871921,over,-0.49251231527093603
Mikal Bridges,player_points,12.5,DraftKings,1,0.5024630541871921,over,-0.49251231527093603
Mikal Bridges,player_points,12.5,DraftKings,1,0.5024630541871921,over,-0.49251231527093603
De'Andre Hunter,player_points,14.5,DraftKings,1,0.5024630541871921,over,-0.49251231527093603
De'Andre Hunter,player_points,14.5,DraftKings,1,0.5024630541871921,over,-0.49251231527093603
De'Andre Hunter,player_points,14.5,DraftKings,1,0.5024630541871921,over,-0.49251231527093603
Josh Hart,player_points,17.5,ESPN BET,2,0.49753694581280783,over,-0.49251231527093603
Josh Hart,player_points,17.5,ESPN BET,2,0.49753694581280783,over,-0.49251231527093603
Karl-Anthony Towns,player_points,21.5,ESPN BET,1,0.5024630541871921,over,-0.49251231527093603
Tyrese Haliburton,player_points,18.5,DraftKings,1,0.5024630541871921,over,-0.49251231527093603
Myles Turner,player_points,18.5,DraftKings,1,0.5024630541871921,over,-0.49251231527093603
Pascal Siakam,player_points,19.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Pascal Siakam,player_points,19.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Pascal Siakam,player_points,19.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Pascal Siakam,player_points,19.5,DraftKings,2,0.49753694581280783,over,-0.49251231527093603
Evan Mobley,player_points,14.5,Caesars,1,0.5,under,-0.495
Miles Bridges,player_points,20.5,DraftKings,1,0.5,over,-0.495
Myles Turner,player_points,18.5,DraftKings,1,0.5,over,-0.495
Myles Turner,player_points,18.5,DraftKings,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,Caesars,1,0.5,under,-0.495
Jarrett Allen,player_points,15.5,Hard Rock Bet,1,0.5,under,-0.495
Pascal Siakam,player_points,18.5,FanDuel,1,0.5,over,-0.495
Pascal Siakam,player_points,18.5,FanDuel,1,0.5,over,-0.495
Obi Toppin,player_points,9.5,FanDuel,1,0.5,over,-0.495
Jarace Walker,player_points,9.5,FanDuel,1,0.5,over,-0.495
Jarace Walker,player_points,9.5,FanDuel,1,0.5,over,-0.495
Andrew Nembhard,player_points,7.5,FanDuel,1,0.5,over,-0.495
Andrew Nembhard,player_points,7.5,FanDuel,1,0.5,over,-0.495
Andrew Nembhard,player_points,7.5,FanDuel,1,0.5,over,-0.495
Myles Turner,player_points,19.5,FanDuel,1,0.5,over,-0.495
Andrew Nembhard,player_points,7.5,DraftKings,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,ESPN BET,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,ESPN BET,1,0.5,over,-0.495
Mikal Bridges,player_points,13.5,ESPN BET,1,0.5,over,-0.495
Mikal Bridges,player_points,13.5,ESPN BET,1,0.5,over,-0.495
Mikal Bridges,player_points,13.5,ESPN BET,1,0.5,over,-0.495
Darius Garland,player_points,15.5,ESPN BET,1,0.5,over,-0.495
Darius Garland,player_points,15.5,ESPN BET,1,0.5,over,-0.495
Darius Garland,player_points,15.5,ESPN BET,1,0.5,over,-0.495
Darius Garland,player_points,15.5,ESPN BET,1,0.5,over,-0.495
Darius Garland,player_points,15.5,ESPN BET,1,0.5,over,-0.495
Darius Garland,player_points,15.5,ESPN BET,1,0.5,over,-0.495
Karl-Anthony Towns,player_points,21.5,ESPN BET,1,0.5,over,-0.495
Donovan Mitchell,player_points,26.5,ESPN BET,1,0.5,over,-0.495
Donovan Mitchell,player_points,26.5,ESPN BET,1,0.5,over,-0.495
Max Strus,player_points,8.5,DraftKings,1,0.5,over,-0.495
Max Strus,player_points,8.5,DraftKings,1,0.5,over,-0.495
Max Strus,player_points,8.5,ESPN BET,1,0.5,over,-0.495
Max Strus,player_points,8.5,ESPN BET,1,0.5,over,-0.495
Max Strus,player_points,8.5,ESPN BET,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,ESPN BET,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,ESPN BET,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,ESPN BET,1,0.5,over,-0.495
Mikal Bridges,player_points,12.5,DraftKings,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,DraftKings,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,DraftKings,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,DraftKings,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,DraftKings,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,DraftKings,1,0.5,over,-0.495
De'Andre Hunter,player_points,14.5,DraftKings,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,ESPN BET,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,ESPN BET,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,ESPN BET,1,0.5,over,-0.495
Donovan Mitchell,player_points,25.5,Fliff,1,0.5,over,-0.495
Donovan Mitchell,player_points,25.5,Fliff,1,0.5,over,-0.495
OG Anunoby,player_points,26.5,Fliff,1,0.5,over,-0.495
OG Anunoby,player_points,26.5,Fliff,1,0.5,over,-0.495
Delon Wright,player_points,9.5,ESPN BET,1,0.5,over,-0.495
Darius Garland,player_points,15.5,DraftKings,1,0.5,over,-0.495
Darius Garland,player_points,15.5,DraftKings,1,0.5,over,-0.495
Darius Garland,player_points,15.5,DraftKings,1,0.5,over,-0.495
Darius Garland,player_points,15.5,DraftKings,1,0.5,over,-0.495
Darius Garland,player_points,15.5,DraftKings,1,0.5,over,-0.495
Darius Garland,player_points,15.5,DraftKings,1,0.5,over,-0.495
Karl-Anthony Towns,player_points,22.5,DraftKings,1,0.5,over,-0.495
Delon Wright,player_points,9.5,ESPN BET,1,0.5,over,-0.495
Delon Wright,player_points,9.5,ESPN BET,1,0.5,over,-0.495
Delon Wright,player_points,9.5,ESPN BET,1,0.5,over,-0.495
Delon Wright,player_points,9.5,ESPN BET,1,0.5,over,-0.495
Delon Wright,player_points,9.5,Fliff,1,0.5,over,-0.495
Delon Wright,player_points,9.5,Fliff,1,0.5,over,-0.495
Delon Wright,player_points,9.5,Fliff,1,0.5,over,-0.495
Delon Wright,player_points,9.5,Fliff,1,0.5,over,-0.495
Delon Wright,player_points,9.5,Fliff,1,0.5,over,-0.495
Mikal Bridges,player_points,12.5,Fliff,1,0.5,over,-0.495
Evan Mobley,player_points,13.5,Fliff,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Fliff,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Fliff,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Fliff,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Fliff,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Fliff,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Fliff,1,0.5,over,-0.495
Josh Hart,player_points,16.5,Fliff,1,0.5,over,-0.495
Josh Hart,player_points,16.5,Fliff,1,0.5,over,-0.495
Karl-Anthony Towns,player_points,21.5,Fliff,1,0.5,over,-0.495
Donovan Mitchell,player_points,26.5,Hard Rock Bet,1,0.5,over,-0.495
Donovan Mitchell,player_points,26.5,Hard Rock Bet,1,0.5,over,-0.495
Max Strus,player_points,8.5,Hard Rock Bet,1,0.5,over,-0.495
Max Strus,player_points,8.5,Hard Rock Bet,1,0.5,over,-0.495
Max Strus,player_points,8.5,Hard Rock Bet,1,0.5,over,-0.495
Max Strus,player_points,8.5,Fliff,1,0.5,over,-0.495
Max Strus,player_points,8.5,Fliff,1,0.5,over,-0.495
Max Strus,player_points,8.5,Fliff,1,0.5,over,-0.495
Karl-Anthony Towns,player_points,22.5,DraftKings,1,0.5,over,-0.495
Donovan Mitchell,player_points,25.5,DraftKings,1,0.5,over,-0.495
Donovan Mitchell,player_points,25.5,DraftKings,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,Fanatics,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,Fanatics,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,Fanatics,1,0.5,over,-0.495
Mikal Bridges,player_points,12.5,Fanatics,1,0.5,over,-0.495
De'Andre Hunter,player_points,14.5,Fanatics,1,0.5,over,-0.495
Mikal Bridges,player_points,13.5,Hard Rock Bet,1,0.5,over,-0.495
Karl-Anthony Towns,player_points,21.5,Hard Rock Bet,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Fanatics,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Fanatics,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Fanatics,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Fanatics,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Fanatics,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Fanatics,1,0.5,over,-0.495
Josh Hart,player_points,16.5,Fanatics,1,0.5,over,-0.495
Josh Hart,player_points,16.5,Fanatics,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,Fanatics,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,Fanatics,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,Fanatics,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,Fanatics,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,Fanatics,1,0.5,over,-0.495
Karl-Anthony Towns,player_points,22.5,Fanatics,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,Hard Rock Bet,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,Hard Rock Bet,1,0.5,over,-0.495
Mikal Bridges,player_points,13.5,Hard Rock Bet,1,0.5,over,-0.495
Jarrett Allen,player_points,16.5,FanDuel,1,0.5,over,-0.495
Jarrett Allen,player_points,16.5,FanDuel,1,0.5,over,-0.495
Jarrett Allen,player_points,16.5,FanDuel,1,0.5,over,-0.495
De'Andre Hunter,player_points,14.5,FanDuel,1,0.5,over,-0.495
Karl-Anthony Towns,player_points,22.5,Fanatics,1,0.5,over,-0.495
Donovan Mitchell,player_points,25.5,Fanatics,1,0.5,over,-0.495
Donovan Mitchell,player_points,25.5,Fanatics,1,0.5,over,-0.495
Karl-Anthony Towns,player_points,23.5,FanDuel,1,0.5,over,-0.495
Darius Garland,player_points,16.5,FanDuel,1,0.5,over,-0.495
Max Strus,player_points,8.5,FanDuel,1,0.5,over,-0.495
Max Strus,player_points,8.5,FanDuel,1,0.5,over,-0.495
Max Strus,player_points,8.5,FanDuel,1,0.5,over,-0.495
Mikal Bridges,player_points,13.5,Hard Rock Bet,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Caesars,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Caesars,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Caesars,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Caesars,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Caesars,1,0.5,over,-0.495
Darius Garland,player_points,15.5,Caesars,1,0.5,over,-0.495
Donovan Mitchell,player_points,25.5,Caesars,1,0.5,over,-0.495
Donovan Mitchell,player_points,25.5,Caesars,1,0.5,over,-0.495
De'Andre Hunter,player_points,14.5,Caesars,1,0.5,over,-0.495
Mikal Bridges,player_points,12.5,Caesars,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,Caesars,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,Caesars,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,Caesars,1,0.5,over,-0.495
Karl-Anthony Towns,player_points,22.5,Caesars,1,0.5,over,-0.495
Karl-Anthony Towns,player_points,22.5,Caesars,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,Hard Rock Bet,1,0.5,over,-0.495
Zach LaVine,player_points,18.5,Caesars,1,0.5,over,-0.495
Domantas Sabonis,player_points,21.5,Caesars,1,0.5,over,-0.495
Domantas Sabonis,player_points,21.5,Caesars,1,0.5,over,-0.495
Miles Bridges,player_points,20.5,DraftKings,1,0.5,under,-0.495
Evan Mobley,player_points,14.5,Caesars,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,Caesars,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,Caesars,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,Caesars,1,0.5,over,-0.495
Evan Mobley,player_points,14.5,Caesars,1,0.5,over,-0.495
Josh Hart,player_points,17.5,Caesars,1,0.5,over,-0.495
Josh Hart,player_points,17.5,Caesars,1,0.5,over,-0.495
Josh Hart,player_points,17.5,Caesars,1,0.5,over,-0.495
Josh Hart,player_points,17.5,Caesars,1,0.5,over,-0.495
Josh Hart,player_points,17.5,Caesars,1,0.5,over,-0.495
Mark Williams,player_points,17.5,Fliff,1,0.5,under,-0.495
Mark Williams,player_points,17.5,DraftKings,1,0.5,under,-0.495
Tyrese Haliburton,player_points,18.5,Fliff,1,0.5,under,-0.495
Myles Turner,player_points,18.5,ESPN BET,1,0.5,under,-0.495
Myles Turner,player_points,18.5,Hard Rock Bet,1,0.5,under,-0.495
Myles Turner,player_points,18.5,Fliff,1,0.5,under,-0.495
Mikal Bridges,player_points,13.5,FanDuel,1,0.5,over,-0.495
Mikal Bridges,player_points,13.5,FanDuel,1,0.5,over,-0.495
Mikal Bridges,player_points,13.5,FanDuel,1,0.5,over,-0.495
OG Anunoby,player_points,26.5,FanDuel,1,0.5,over,-0.495
OG Anunoby,player_points,26.5,FanDuel,1,0.5,over,-0.495
Zach LaVine,player_points,18.5,Caesars,1,0.5,over,-0.495
Zach LaVine,player_points,18.5,Caesars,1,0.5,over,-0.495
Zach LaVine,player_points,18.5,Caesars,1,0.5,over,-0.495
Jarace Walker,player_points,9.5,FanDuel,1,0.5,under,-0.495
Andrew Nembhard,player_points,7.5,Fliff,1,0.5,under,-0.495
Andrew Nembhard,player_points,7.5,FanDuel,1,0.5,under,-0.495
Andrew Nembhard,player_points,7.5,DraftKings,1,0.5,under,-0.495
Myles Turner,player_points,19.5,Caesars,1,0.5,under,-0.495
Andrew Nembhard,player_points,7.5,Fliff,1,0.5,under,-0.495
AJ Johnson,player_points,16.5,ESPN BET,1,0.5,over,-0.495
Carlton Carrington,player_points,10.5,ESPN BET,1,0.5,over,-0.495
Malik Monk,player_points,14.5,ESPN BET,1,0.5,over,-0.495
Domantas Sabonis,player_points,20.5,ESPN BET,1,0.5,over,-0.495
Andrew Nembhard,player_points,7.5,FanDuel,1,0.5,under,-0.495
Andrew Nembhard,player_points,7.5,DraftKings,1,0.5,under,-0.495
Aaron Nesmith,player_points,7.5,DraftKings,1,0.5,under,-0.495
T.J. McConnell,player_points,9.5,DraftKings,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,Hard Rock Bet,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,Fliff,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,FanDuel,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,Caesars,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,ESPN BET,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,Hard Rock Bet,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,Fliff,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,FanDuel,1,0.5,under,-0.495
Seth Curry,player_points,15.5,Fliff,1,0.5,under,-0.495
Aaron Nesmith,player_points,8.5,FanDuel,1,0.5,under,-0.495
Pascal Siakam,player_points,18.5,Caesars,1,0.5,under,-0.495
Pascal Siakam,player_points,18.5,FanDuel,1,0.5,under,-0.495
Obi Toppin,player_points,9.5,FanDuel,1,0.5,under,-0.495
Jarace Walker,player_points,9.5,ESPN BET,1,0.5,under,-0.495
Seth Curry,player_points,15.5,Fliff,1,0.5,under,-0.495
Mark Williams,player_points,17.5,Fliff,1,0.5,under,-0.495
Mark Williams,player_points,17.5,DraftKings,1,0.5,under,-0.495
Myles Turner,player_points,18.5,ESPN BET,1,0.5,under,-0.495
Myles Turner,player_points,18.5,Hard Rock Bet,1,0.5,under,-0.495
Myles Turner,player_points,18.5,Fliff,1,0.5,under,-0.495
Tyrese Haliburton,player_points,18.5,Fliff,1,0.5,under,-0.495
DeMar DeRozan,player_points,15.5,ESPN BET,1,0.5,over,-0.495
DeMar DeRozan,player_points,15.5,ESPN BET,1,0.5,over,-0.495
Malik Monk,player_points,14.5,Hard Rock Bet,1,0.5,over,-0.495
Pascal Siakam,player_points,19.5,ESPN BET,1,0.5,under,-0.495
Pascal Siakam,player_points,19.5,Hard Rock Bet,1,0.5,under,-0.495
Pascal Siakam,player_points,19.5,Fliff,1,0.5,under,-0.495
Pascal Siakam,player_points,19.5,DraftKings,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,Caesars,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,ESPN BET,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,Fliff,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,FanDuel,1,0.5,under,-0.495
Tyrese Haliburton,player_points,18.5,Fliff,1,0.5,under,-0.495
Jarace Walker,player_points,10.5,Hard Rock Bet,1,0.5,under,-0.495
Myles Turner,player_points,18.5,ESPN BET,1,0.5,under,-0.495
Myles Turner,player_points,18.5,Hard Rock Bet,1,0.5,under,-0.495
Myles Turner,player_points,18.5,Fliff,1,0.5,under,-0.495
Pascal Siakam,player_points,19.5,ESPN BET,1,0.5,under,-0.495
Pascal Siakam,player_points,19.5,Hard Rock Bet,1,0.5,under,-0.495
Pascal Siakam,player_points,19.5,Fliff,1,0.5,under,-0.495
Pascal Siakam,player_points,19.5,DraftKings,1,0.5,under,-0.495
Andrew Nembhard,player_points,7.5,Fliff,1,0.5,under,-0.495
Andrew Nembhard,player_points,7.5,FanDuel,1,0.5,under,-0.495
Andrew Nembhard,player_points,7.5,DraftKings,1,0.5,under,-0.495
Aaron Nesmith,player_points,7.5,DraftKings,1,0.5,under,-0.495
Justin Champagnie,player_points,9.5,DraftKings,1,0.5,over,-0.495
Tyrese Haliburton,player_points,17.5,ESPN BET,1,0.5,under,-0.495
Pascal Siakam,player_points,19.5,ESPN BET,1,0.5,under,-0.495
Pascal Siakam,player_points,19.5,Hard Rock Bet,1,0.5,under,-0.495
Pascal Siakam,player_points,19.5,Fliff,1,0.5,under,-0.495
Pascal Siakam,player_points,19.5,DraftKings,1,0.5,under,-0.495
T.J. McConnell,player_points,7.5,Hard Rock Bet,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,Caesars,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,ESPN BET,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,Hard Rock Bet,1,0.5,under,-0.495
Andrew Nembhard,player_points,7.5,DraftKings,1,0.5,over,-0.495
Andrew Nembhard,player_points,7.5,DraftKings,1,0.5,over,-0.495
Jarrett Allen,player_points,15.5,ESPN BET,1,0.5,under,-0.495
Mikal Bridges,player_points,13.5,Hard Rock Bet,1,0.5,under,-0.495
Mikal Bridges,player_points,13.5,ESPN BET,1,0.5,under,-0.495
Mikal Bridges,player_points,13.5,FanDuel,1,0.5,under,-0.495
Karl-Anthony Towns,player_points,21.5,Fliff,1,0.5,under,-0.495
Pascal Siakam,player_points,18.5,Caesars,1,0.5,under,-0.495
Pascal Siakam,player_points,18.5,FanDuel,1,0.5,under,-0.495
Myles Turner,player_points,19.5,Caesars,1,0.5,under,-0.495
T.J. McConnell,player_points,8.5,ESPN BET,1,0.5,under,-0.495
Jarace Walker,player_points,9.5,ESPN BET,1,0.5,under,-0.495
Jarace Walker,player_points,9.5,FanDuel,1,0.5,under,-0.495
Myles Turner,player_points,18.5,ESPN BET,1,0.5,under,-0.495
Myles Turner,player_points,18.5,Hard Rock Bet,1,0.5,under,-0.495
Myles Turner,player_points,18.5,Fliff,1,0.5,under,-0.495
Domantas Sabonis,player_points,20.5,Hard Rock Bet,1,0.5,over,-0.495
DeMar DeRozan,player_points,15.5,Hard Rock Bet,1,0.5,over,-0.495
DeMar DeRozan,player_points,15.5,Hard Rock Bet,1,0.5,over,-0.495
AJ Johnson,player_points,16.5,Hard Rock Bet,1,0.5,over,-0.495
AJ Johnson,player_points,15.5,Fliff,1,0.5,over,-0.495
AJ Johnson,player_points,15.5,Fliff,1,0.5,over,-0.495
Jordan Poole,player_points,28.5,Fliff,1,0.5,over,-0.495
Zach LaVine,player_points,18.5,DraftKings,1,0.5,over,-0.495
Malik Monk,player_points,16.5,Fanatics,1,0.5,under,-0.495
Domantas Sabonis,player_points,21.5,Caesars,1,0.5,under,-0.495
Domantas Sabonis,player_points,21.5,DraftKings,1,0.5,under,-0.495
Zach LaVine,player_points,18.5,Caesars,1,0.5,under,-0.495
Zach LaVine,player_points,18.5,ESPN BET,1,0.5,under,-0.495
Zach LaVine,player_points,18.5,Hard Rock Bet,1,0.5,under,-0.495
Zach LaVine,player_points,18.5,Fanatics,1,0.5,under,-0.495
Alex Sarr,player_points,16.5,Fanatics,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,Caesars,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,ESPN BET,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,Hard Rock Bet,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,Fliff,1,0.5,under,-0.495
Miles Bridges,player_points,21.5,FanDuel,1,0.5,under,-0.495
Tyrese Haliburton,player_points,19.5,Caesars,1,0.5,under,-0.495
Tyrese Haliburton,player_points,19.5,Fanatics,1,0.5,under,-0.495
Justin Champagnie,player_points,8.5,FanDuel,1,0.5,over,-0.495
Zach LaVine,player_points,19.5,FanDuel,1,0.5,under,-0.495
Justin Champagnie,player_points,8.5,FanDuel,1,0.5,under,-0.495
AJ Johnson,player_points,16.5,FanDuel,1,0.5,under,-0.495
Keon Ellis,player_points,4.5,FanDuel,1,0.5,under,-0.495
Malik Monk,player_points,16.5,DraftKings,1,0.5,under,-0.495
Jonas Valanciunas,player_points,12.5,DraftKings,1,0.5,over,-0.495
AJ Johnson,player_points,15.5,DraftKings,1,0.5,over,-0.495
